"_raw","_time",action,adom,"adom_oid",advpnsc,app,appcat,assignip,auditid,auditreporttype,auditscore,audittime,"authentication_service",bandwidth,body,bytes,"bytes_in","bytes_out",cfgattr,cfgobj,cfgpath,cfgtid,"change_type",changes,cookies,cpu,"cpu_load_percent",cpuusage,craction,criticalcount,crlevel,crscore,date,"date_hour","date_mday","date_minute","date_month","date_second","date_wday","date_year","date_zone",desc,dest,"dest_interface","dest_ip","dest_ip_range","dest_mac","dest_port","dest_translated_ip","dest_translated_port","dest_zone",devid,devname,devtype,dir,disk,disk2usage,disklograte,diskusage,dstcountry,dstdevtype,dstfamily,dsthwvendor,dsthwversion,dstintf,dstintfrole,dstip,dstmac,dstosname,dstport,dstserver,dstswversion,dstuuid,duration,durationdelta,dvc,"error_num",espauth,esptransform,eventtime,eventtype,exch,fazlograte,fctuid,freediskstorage,from,"ftnt_action",group,highcount,host,id,identifier,"in_spi",index,init,interface,itime,"lease_duration",level,linecount,locip,locport,"log_action","log_id",logdesc,"logdev_id","logdev_last_logging","logdev_name","logdev_offline_duration",logid,lograte,logratelimit,logratepeak,logver,lowcount,masterdstmac,mastersrcmac,mediumcount,mem,"mem_free","mem_used",memusage,method,mode,msg,msgrate,nextstat,object,"object_attrs","object_category","object_id","object_path",operation,"out_spi",outintf,packets,"packets_in","packets_out",passedcount,"peer_notif","performed_on",policyid,policyname,policytype,poluuid,pri,product,"product_version",profile,proto,protocol,"protocol_version",punct,rcvdbyte,rcvddelta,rcvdpkt,rcvdpktdelta,reason,remip,remport,"resource_type",result,role,rule,"rule_id",sentbyte,sentdelta,sentpkt,sentpktdelta,seq,service,"session_id",sessionid,setuprate,severity,"severity_id",signature,sn,source,sourcetype,spi,"splunk_server","splunk_server_group",src,"src_interface","src_ip","src_ip_from_ui","src_ip_range","src_mac","src_port","src_port_range","src_translated_ip","src_translated_port","src_user","src_user_name","src_user_type","src_zone",srccountry,srchwvendor,srcintf,srcintfrole,srcip,srcmac,srcport,srcserver,srcuuid,ssid,stage,state,status,stitch,stitchaction,subtype,sysuptime,tag,"tag::action","tag::app","tag::eventtype","tag::object_category","tcp_flag",time,timeendpos,timestamp,timestartpos,total,totalsession,trandisp,tranip,tranport,transip,transport,trigger,tunnelid,tunnelip,tunnelname,tunneltype,type,tz,ui,used,user,"user_from","user_name","user_type",useralt,userfrom,vd,vendor,"vendor_action","vendor_eventtype","vendor_product","vendor_status","vendor_transport","vendor_url",version,vpntunnel,vpntype,waninfo,wifi,xauthgroup,xauthuser
"Nov  1 20:23:31 172.28.174.30 logver=704042662 timestamp=1762028609 devname=""PYD_DMZ_FW"" devid=""FG10E0TB23900424"" vd=""root"" date=2025-11-01 time=20:23:29 eventtime=1761996209528881252 tz=""+0900"" logid=""0101037129"" type=""event"" subtype=""vpn"" level=""notice"" logdesc=""Progress IPsec phase 2"" msg=""progress IPsec phase 2"" action=""negotiate"" remip=118.37.63.33 locip=211.118.169.254 remport=500 locport=500 outintf=""port25"" srccountry=""Korea, Republic of"" cookies=""35943cd74efeeaf7/65ce720c93c3c7c5"" user=""118.37.63.33"" group=""N/A"" useralt=""N/A"" xauthuser=""N/A"" xauthgroup=""N/A"" assignip=N/A vpntunnel=""NCP_Tunnel"" status=""success"" init=""local"" exch=""CREATE_CHILD"" dir=""inbound"" role=""initiator"" result=""DONE"" version=""IKEv2"" fctuid=""N/A"" advpnsc=0","2025-11-01T20:23:31.000+0900",success,,,0,,,"N/A",,,,,,,"progress IPsec phase 2",,,,,,,,auth,,"35943cd74efeeaf7/65ce720c93c3c7c5",,,,,,,,"2025-11-01",20,1,23,november,31,saturday,2025,local,,"211.118.169.254",,"211.118.169.254",,,,,,,FG10E0TB23900424,"PYD_DMZ_FW",,inbound,,,,,,,,,,,,,,,,,,,,,"PYD_DMZ_FW",,,,1761996209528881252,"ftnt_fortigate ftnt_fortigate_event ftnt_fortigate_vpn ftnt_fortigate_vpn_auth","CREATE_CHILD",,"N/A",,,,"N/A",,"172.28.174.30",0101037129,,,fw,local,,,,notice,1,"211.118.169.254",500,negotiate,,"Progress IPsec phase 2",,,,,0101037129,,,,704042662,,,,,,,,,,,"progress IPsec phase 2",,,,,,,,,,port25,,,,,,,,,,,,Firewall,704042662,,,,,,,,,,,"118.37.63.33",500,,DONE,initiator,,,,,,,,,,,,low,5,,,"udp:9514","fortigate_event",,"PYD_INT_LOG01",,"118.37.63.33",,"118.37.63.33",,,,,,,,"118.37.63.33","118.37.63.33",,,"Korea, Republic of",,,,,,,,,,,,success,,,vpn,,"authentication
default
success",success,,"authentication
default",,,"20:23:29",16,1762028609,0,,,,,,,,,,,"NCP_Tunnel",,event,"+0900",,,"118.37.63.33",,"118.37.63.33",,"N/A",,root,Fortinet,negotiate,,"Fortinet Firewall",success,,,IKEv2,"NCP_Tunnel",,,,"N/A","N/A"
"Nov  1 19:57:32 172.28.174.30 timestamp=1761994649 devname="".self"" devid=""FAZ3KGT223000012"" vd=""root"" itime=1761994650 date=""2025-11-01"" time=""19:57:29"" tz=""+0900"" log_id=""0001010081"" type=""event"" subtype=""system"" pri=""notice"" desc=""System performance statistics notice"" user=""system"" userfrom=""system"" msg=""System performance status: log rate low (1%), lograte=444/sec, msgrate=154/sec, CPU usage(0%), Memory usage(11%), Disk usage(1%)"" operation=""Perf stats"" performed_on=""Local system"" changes=""Show system performance stats."" lograte=444 msgrate=154 logratelimit=42000 logratepeak=60000 action=""Stats"" cpuusage=0 memusage=11 diskusage=1 disk2usage=0","2025-11-01T19:57:32.000+0900",,,,,,,,,,,,,,"System performance status: log rate low (1%), lograte=444/sec, msgrate=154/sec, CPU usage(0%), Memory usage(11%), Disk usage(1%)",,,,,,,,,"Show system performance stats.",,,,0,,,,,"2025-11-01",19,1,57,november,32,saturday,2025,local,"System performance statistics notice",,,,,,,,,,FAZ3KGT223000012,".self",,,,0,,1,,,,,,,,,,,,,,,,,".self",,,,,"ftnt_fortigate ftnt_fortigate_event ftnt_fortigate_system",,,,,,,,,"172.28.174.30",19,,,fw,,,1761994650,,,1,,,Stats,0001010081,,,,,,19,444,42000,60000,,,,,,,,,11,,,"System performance status: log rate low (1%), lograte=444/sec, msgrate=154/sec, CPU usage(0%), Memory usage(11%), Disk usage(1%)",154,,,,,,,"Perf stats",,,,,,,,"Local system",,,,,notice,Firewall,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"udp:9514","fortigate_event",,"PYD_INT_LOG01",,,,,,,,,,,,system,system,,,,,,,,,,,,,,,,,,system,,,,,,,,"19:57:29",16,1761994649,0,,,,,,,,,,,,,event,"+0900",,,system,,system,,,system,root,Fortinet,Stats,,"Fortinet Firewall",unknown,,,,,,,,,
"Nov  1 19:38:45 172.28.174.30 logver=704042662 timestamp=1762025924 devname=""PYD_DMZ_FW"" devid=""FG10E0TB23900424"" vd=""root"" date=2025-11-01 time=19:38:44 eventtime=1761993524533871510 tz=""+0900"" logid=""0101037133"" type=""event"" subtype=""vpn"" level=""notice"" logdesc=""IPsec SA installed"" msg=""install IPsec SA"" action=""install_sa"" remip=118.37.63.33 locip=211.118.169.254 remport=500 locport=500 outintf=""port25"" cookies=""35943cd74efeeaf7/65ce720c93c3c7c5"" user=""118.37.63.33"" group=""N/A"" useralt=""N/A"" xauthuser=""N/A"" xauthgroup=""N/A"" assignip=N/A vpntunnel=""NCP_Tunnel"" role=""initiator"" in_spi=""e68e38ab"" out_spi=""3e11f4b6"" fctuid=""N/A"" advpnsc=0","2025-11-01T19:38:45.000+0900",added,,,0,,,"N/A",,,,,,,"install IPsec SA",,,,,,,,"network_config",,"35943cd74efeeaf7/65ce720c93c3c7c5",,,,,,,,"2025-11-01",19,1,38,november,45,saturday,2025,local,,"211.118.169.254",,"211.118.169.254",,,,,,,FG10E0TB23900424,"PYD_DMZ_FW",,,,,,,,,,,,,,,,,,,,,,,"PYD_DMZ_FW",,,,1761993524533871510,"ftnt_fortigate ftnt_fortigate_event ftnt_fortigate_vpn ftnt_fortigate_vpn_start",,,"N/A",,,,"N/A",,"172.28.174.30",0101037133,,e68e38ab,fw,,,,,notice,1,"211.118.169.254",500,"install_sa",,"IPsec SA installed",,,,,0101037133,,,,704042662,,,,,,,,,,,"install IPsec SA",,,,,,,,,3e11f4b6,port25,,,,,,,,,,,,Firewall,704042662,,,,,,,,,,,"118.37.63.33",500,,"IPsec SA installed",initiator,,,,,,,,,,,,low,5,"IPsec SA installed",,"udp:9514","fortigate_event",,"PYD_INT_LOG01",,"118.37.63.33",,"118.37.63.33",,,,,,,,"118.37.63.33","118.37.63.33",,,,,,,,,,,,,,,,,,vpn,,"network
session
start
vpn",,,"network
session
start
vpn",,,"19:38:44",16,1762025924,0,,,,,,,,,,,"NCP_Tunnel",,event,"+0900",,,"118.37.63.33",,"118.37.63.33",,"N/A",,root,Fortinet,"install_sa",,"Fortinet Firewall",unknown,,,,"NCP_Tunnel",,,,"N/A","N/A"
"Nov  1 19:38:45 172.28.174.30 logver=704042662 timestamp=1762025924 devname=""PYD_DMZ_FW"" devid=""FG10E0TB23900424"" vd=""root"" date=2025-11-01 time=19:38:44 eventtime=1761993524533657993 tz=""+0900"" logid=""0101037122"" type=""event"" subtype=""vpn"" level=""notice"" logdesc=""Negotiate IPsec phase 2"" msg=""negotiate IPsec phase 2"" action=""negotiate"" remip=118.37.63.33 locip=211.118.169.254 remport=500 locport=500 outintf=""port25"" srccountry=""Korea, Republic of"" cookies=""35943cd74efeeaf7/65ce720c93c3c7c5"" user=""118.37.63.33"" group=""N/A"" useralt=""N/A"" xauthuser=""N/A"" xauthgroup=""N/A"" assignip=N/A vpntunnel=""NCP_Tunnel"" status=""success"" role=""initiator"" esptransform=""ESP_AES"" espauth=""N/A"" fctuid=""N/A"" advpnsc=0","2025-11-01T19:38:45.000+0900",success,,,0,,,"N/A",,,,,,,"negotiate IPsec phase 2",,,,,,,,auth,,"35943cd74efeeaf7/65ce720c93c3c7c5",,,,,,,,"2025-11-01",19,1,38,november,45,saturday,2025,local,,"211.118.169.254",,"211.118.169.254",,,,,,,FG10E0TB23900424,"PYD_DMZ_FW",,,,,,,,,,,,,,,,,,,,,,,"PYD_DMZ_FW",,"N/A","ESP_AES",1761993524533657993,"ftnt_fortigate ftnt_fortigate_event ftnt_fortigate_vpn ftnt_fortigate_vpn_auth",,,"N/A",,,,"N/A",,"172.28.174.30",0101037122,,,fw,,,,,notice,1,"211.118.169.254",500,negotiate,,"Negotiate IPsec phase 2",,,,,0101037122,,,,704042662,,,,,,,,,,,"negotiate IPsec phase 2",,,,,,,,,,port25,,,,,,,,,,,,Firewall,704042662,,,,,,,,,,,"118.37.63.33",500,,"Negotiate IPsec phase 2",initiator,,,,,,,,,,,,low,5,,,"udp:9514","fortigate_event",,"PYD_INT_LOG01",,"118.37.63.33",,"118.37.63.33",,,,,,,,"118.37.63.33","118.37.63.33",,,"Korea, Republic of",,,,,,,,,,,,success,,,vpn,,"authentication
default
success",success,,"authentication
default",,,"19:38:44",16,1762025924,0,,,,,,,,,,,"NCP_Tunnel",,event,"+0900",,,"118.37.63.33",,"118.37.63.33",,"N/A",,root,Fortinet,negotiate,,"Fortinet Firewall",success,,,,"NCP_Tunnel",,,,"N/A","N/A"
"Nov  1 18:57:33 172.28.174.30 timestamp=1761991049 devname="".self"" devid=""FAZ3KGT223000012"" vd=""root"" itime=1761991049 date=""2025-11-01"" time=""18:57:29"" tz=""+0900"" log_id=""0001010081"" type=""event"" subtype=""system"" pri=""notice"" desc=""System performance statistics notice"" user=""system"" userfrom=""system"" msg=""System performance status: log rate low (1%), lograte=456/sec, msgrate=157/sec, CPU usage(1%), Memory usage(11%), Disk usage(1%)"" operation=""Perf stats"" performed_on=""Local system"" changes=""Show system performance stats."" lograte=456 msgrate=157 logratelimit=42000 logratepeak=60000 action=""Stats"" cpuusage=1 memusage=11 diskusage=1 disk2usage=0","2025-11-01T18:57:33.000+0900",,,,,,,,,,,,,,"System performance status: log rate low (1%), lograte=456/sec, msgrate=157/sec, CPU usage(1%), Memory usage(11%), Disk usage(1%)",,,,,,,,,"Show system performance stats.",,,,1,,,,,"2025-11-01",18,1,57,november,33,saturday,2025,local,"System performance statistics notice",,,,,,,,,,FAZ3KGT223000012,".self",,,,0,,1,,,,,,,,,,,,,,,,,".self",,,,,"ftnt_fortigate ftnt_fortigate_event ftnt_fortigate_system",,,,,,,,,"172.28.174.30",18,,,fw,,,1761991049,,,1,,,Stats,0001010081,,,,,,18,456,42000,60000,,,,,,,,,11,,,"System performance status: log rate low (1%), lograte=456/sec, msgrate=157/sec, CPU usage(1%), Memory usage(11%), Disk usage(1%)",157,,,,,,,"Perf stats",,,,,,,,"Local system",,,,,notice,Firewall,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"udp:9514","fortigate_event",,"PYD_INT_LOG01",,,,,,,,,,,,system,system,,,,,,,,,,,,,,,,,,system,,,,,,,,"18:57:29",16,1761991049,0,,,,,,,,,,,,,event,"+0900",,,system,,system,,,system,root,Fortinet,Stats,,"Fortinet Firewall",unknown,,,,,,,,,
"Nov  1 17:58:24 172.28.174.30 timestamp=1761987500 devname="".self"" devid=""FAZ3KGT223000012"" vd=""root"" itime=1761987500 date=""2025-11-01"" time=""17:58:20"" tz=""+0900"" log_id=""0028037013"" type=""event"" subtype=""fazsys"" pri=""warning"" desc=""User login failed"" user=""system"" userfrom=""system"" msg=""Device PHQ_MPR_FW_01 login failed for restapi request due to invalid user/password."" operation=""Log In"" performed_on="""" changes=""Failed to login."" action=""fail""","2025-11-01T17:58:24.000+0900",,,,,,,,,,,,,,"Device PHQ_MPR_FW_01 login failed for restapi request due to invalid user/password.",,,,,,,,,"Failed to login.",,,,,,,,,"2025-11-01",17,1,58,november,24,saturday,2025,local,"User login failed",,,,,,,,,,FAZ3KGT223000012,".self",,,,,,,,,,,,,,,,,,,,,,,".self",,,,,"err0r ftnt_fortigate ftnt_fortigate_event",,,,,,,,,"172.28.174.30",17,,,fw,,,1761987500,,,1,,,fail,0028037013,,,,,,17,,,,,,,,,,,,,,,"Device PHQ_MPR_FW_01 login failed for restapi request due to invalid user/password.",,,,,,,,"Log In",,,,,,,,,,,,,warning,Firewall,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"udp:9514","fortigate_event",,"PYD_INT_LOG01",,,,,,,,,,,,system,system,,,,,,,,,,,,,,,,,,fazsys,,error,,,error,,,"17:58:20",16,1761987500,0,,,,,,,,,,,,,event,"+0900",,,system,,system,,,system,root,Fortinet,fail,,"Fortinet Firewall",unknown,,,,,,,,,
"Nov  1 17:42:26 172.24.176.50 timestamp=1761986532 devname="".self"" devid=""FAZ31GT224000091"" vd=""root"" itime=1761986531 date=""2025-11-01"" time=""17:42:12"" tz=""+0900"" adom=""root"" type=""appevent"" user=""system"" user_from=""system"" logid=""220001"" subtype=""logdev"" eventtype=""logging-status"" level=""warning"" desc=""Device offline"" logdev_id=""FG200FT923927764"" logdev_name=""PTSY_ORD_FW_01"" logdev_offline_duration=103696 logdev_last_logging=1755764759 msg=""Did not receive any log from device PTSY_ORD_FW_01[FG200FT923927764\] in past 72d16m13s (103696 minutes).""","2025-11-01T17:42:26.000+0900",,root,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2025-11-01",17,1,42,november,26,saturday,2025,local,"Device offline",,,,,,,,,,FAZ31GT224000091,".self",,,,,,,,,,,,,,,,,,,,,,,,,,,,"logging-status",,,,,,,,,"172.24.176.50",,,,fw,,,1761986531,,warning,1,,,,,,FG200FT923927764,1755764759,"PTSY_ORD_FW_01",103696,220001,,,,,,,,,,,,,,,"Did not receive any log from device PTSY_ORD_FW_01[FG200FT923927764\] in past 72d16m13s (103696 minutes).",,,,,,,,,,,,,,,,,,,,,,,,,,,,"___::_..._=_="".""_=""""_=""""_=_=""--""_=""::""_=""+""_=""""_=""",,,,,,,,,,,,,,,,,,,,,,,,,,"udp:9514","fortigate_appevent",,"PYD_INT_LOG01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,logdev,,,,,,,,"17:42:12",16,1761986532,0,,,,,,,,,,,,,appevent,"+0900",,,system,system,,,,,root,,,,,,,,,,,,,,
"Nov  1 16:57:33 172.28.174.30 timestamp=1761983849 devname="".self"" devid=""FAZ3KGT223000012"" vd=""root"" itime=1761983849 date=""2025-11-01"" time=""16:57:29"" tz=""+0900"" log_id=""0001010081"" type=""event"" subtype=""system"" pri=""notice"" desc=""System performance statistics notice"" user=""system"" userfrom=""system"" msg=""System performance status: log rate low (1%), lograte=450/sec, msgrate=157/sec, CPU usage(1%), Memory usage(11%), Disk usage(1%)"" operation=""Perf stats"" performed_on=""Local system"" changes=""Show system performance stats."" lograte=450 msgrate=157 logratelimit=42000 logratepeak=60000 action=""Stats"" cpuusage=1 memusage=11 diskusage=1 disk2usage=0","2025-11-01T16:57:33.000+0900",,,,,,,,,,,,,,"System performance status: log rate low (1%), lograte=450/sec, msgrate=157/sec, CPU usage(1%), Memory usage(11%), Disk usage(1%)",,,,,,,,,"Show system performance stats.",,,,1,,,,,"2025-11-01",16,1,57,november,33,saturday,2025,local,"System performance statistics notice",,,,,,,,,,FAZ3KGT223000012,".self",,,,0,,1,,,,,,,,,,,,,,,,,".self",,,,,"ftnt_fortigate ftnt_fortigate_event ftnt_fortigate_system",,,,,,,,,"172.28.174.30",16,,,fw,,,1761983849,,,1,,,Stats,0001010081,,,,,,16,450,42000,60000,,,,,,,,,11,,,"System performance status: log rate low (1%), lograte=450/sec, msgrate=157/sec, CPU usage(1%), Memory usage(11%), Disk usage(1%)",157,,,,,,,"Perf stats",,,,,,,,"Local system",,,,,notice,Firewall,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"udp:9514","fortigate_event",,"PYD_INT_LOG01",,,,,,,,,,,,system,system,,,,,,,,,,,,,,,,,,system,,,,,,,,"16:57:29",16,1761983849,0,,,,,,,,,,,,,event,"+0900",,,system,,system,,,system,root,Fortinet,Stats,,"Fortinet Firewall",unknown,,,,,,,,,
"Nov  1 15:57:33 172.28.174.30 timestamp=1761980249 devname="".self"" devid=""FAZ3KGT223000012"" vd=""root"" itime=1761980249 date=""2025-11-01"" time=""15:57:29"" tz=""+0900"" log_id=""0001010081"" type=""event"" subtype=""system"" pri=""notice"" desc=""System performance statistics notice"" user=""system"" userfrom=""system"" msg=""System performance status: log rate low (1%), lograte=459/sec, msgrate=159/sec, CPU usage(0%), Memory usage(11%), Disk usage(1%)"" operation=""Perf stats"" performed_on=""Local system"" changes=""Show system performance stats."" lograte=459 msgrate=159 logratelimit=42000 logratepeak=60000 action=""Stats"" cpuusage=0 memusage=11 diskusage=1 disk2usage=0","2025-11-01T15:57:33.000+0900",,,,,,,,,,,,,,"System performance status: log rate low (1%), lograte=459/sec, msgrate=159/sec, CPU usage(0%), Memory usage(11%), Disk usage(1%)",,,,,,,,,"Show system performance stats.",,,,0,,,,,"2025-11-01",15,1,57,november,33,saturday,2025,local,"System performance statistics notice",,,,,,,,,,FAZ3KGT223000012,".self",,,,0,,1,,,,,,,,,,,,,,,,,".self",,,,,"ftnt_fortigate ftnt_fortigate_event ftnt_fortigate_system",,,,,,,,,"172.28.174.30",15,,,fw,,,1761980249,,,1,,,Stats,0001010081,,,,,,15,459,42000,60000,,,,,,,,,11,,,"System performance status: log rate low (1%), lograte=459/sec, msgrate=159/sec, CPU usage(0%), Memory usage(11%), Disk usage(1%)",159,,,,,,,"Perf stats",,,,,,,,"Local system",,,,,notice,Firewall,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"udp:9514","fortigate_event",,"PYD_INT_LOG01",,,,,,,,,,,,system,system,,,,,,,,,,,,,,,,,,system,,,,,,,,"15:57:29",16,1761980249,0,,,,,,,,,,,,,event,"+0900",,,system,,system,,,system,root,Fortinet,Stats,,"Fortinet Firewall",unknown,,,,,,,,,
"Nov  1 14:59:45 172.28.174.30 timestamp=1761976781 devname="".self"" devid=""FAZ3KGT223000012"" vd=""root"" itime=1761976781 date=""2025-11-01"" time=""14:59:41"" tz=""+0900"" log_id=""0028037013"" type=""event"" subtype=""fazsys"" pri=""warning"" desc=""User login failed"" user=""system"" userfrom=""system"" msg=""Device PYD_ASN_FW_01 login failed for restapi request due to invalid user/password."" operation=""Log In"" performed_on="""" changes=""Failed to login."" action=""fail""","2025-11-01T14:59:45.000+0900",,,,,,,,,,,,,,"Device PYD_ASN_FW_01 login failed for restapi request due to invalid user/password.",,,,,,,,,"Failed to login.",,,,,,,,,"2025-11-01",14,1,59,november,45,saturday,2025,local,"User login failed",,,,,,,,,,FAZ3KGT223000012,".self",,,,,,,,,,,,,,,,,,,,,,,".self",,,,,"err0r ftnt_fortigate ftnt_fortigate_event",,,,,,,,,"172.28.174.30",14,,,fw,,,1761976781,,,1,,,fail,0028037013,,,,,,14,,,,,,,,,,,,,,,"Device PYD_ASN_FW_01 login failed for restapi request due to invalid user/password.",,,,,,,,"Log In",,,,,,,,,,,,,warning,Firewall,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"udp:9514","fortigate_event",,"PYD_INT_LOG01",,,,,,,,,,,,system,system,,,,,,,,,,,,,,,,,,fazsys,,error,,,error,,,"14:59:41",16,1761976781,0,,,,,,,,,,,,,event,"+0900",,,system,,system,,,system,root,Fortinet,fail,,"Fortinet Firewall",unknown,,,,,,,,,
"Nov  1 13:57:33 172.28.174.30 timestamp=1761973049 devname="".self"" devid=""FAZ3KGT223000012"" vd=""root"" itime=1761973049 date=""2025-11-01"" time=""13:57:29"" tz=""+0900"" log_id=""0001010081"" type=""event"" subtype=""system"" pri=""notice"" desc=""System performance statistics notice"" user=""system"" userfrom=""system"" msg=""System performance status: log rate low (1%), lograte=450/sec, msgrate=157/sec, CPU usage(0%), Memory usage(12%), Disk usage(1%)"" operation=""Perf stats"" performed_on=""Local system"" changes=""Show system performance stats."" lograte=450 msgrate=157 logratelimit=42000 logratepeak=60000 action=""Stats"" cpuusage=0 memusage=12 diskusage=1 disk2usage=0","2025-11-01T13:57:33.000+0900",,,,,,,,,,,,,,"System performance status: log rate low (1%), lograte=450/sec, msgrate=157/sec, CPU usage(0%), Memory usage(12%), Disk usage(1%)",,,,,,,,,"Show system performance stats.",,,,0,,,,,"2025-11-01",13,1,57,november,33,saturday,2025,local,"System performance statistics notice",,,,,,,,,,FAZ3KGT223000012,".self",,,,0,,1,,,,,,,,,,,,,,,,,".self",,,,,"ftnt_fortigate ftnt_fortigate_event ftnt_fortigate_system",,,,,,,,,"172.28.174.30",13,,,fw,,,1761973049,,,1,,,Stats,0001010081,,,,,,13,450,42000,60000,,,,,,,,,12,,,"System performance status: log rate low (1%), lograte=450/sec, msgrate=157/sec, CPU usage(0%), Memory usage(12%), Disk usage(1%)",157,,,,,,,"Perf stats",,,,,,,,"Local system",,,,,notice,Firewall,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"udp:9514","fortigate_event",,"PYD_INT_LOG01",,,,,,,,,,,,system,system,,,,,,,,,,,,,,,,,,system,,,,,,,,"13:57:29",16,1761973049,0,,,,,,,,,,,,,event,"+0900",,,system,,system,,,system,root,Fortinet,Stats,,"Fortinet Firewall",unknown,,,,,,,,,
"Nov  1 12:57:32 172.28.174.30 timestamp=1761969449 devname="".self"" devid=""FAZ3KGT223000012"" vd=""root"" itime=1761969449 date=""2025-11-01"" time=""12:57:29"" tz=""+0900"" log_id=""0001010081"" type=""event"" subtype=""system"" pri=""notice"" desc=""System performance statistics notice"" user=""system"" userfrom=""system"" msg=""System performance status: log rate low (1%), lograte=438/sec, msgrate=154/sec, CPU usage(0%), Memory usage(12%), Disk usage(1%)"" operation=""Perf stats"" performed_on=""Local system"" changes=""Show system performance stats."" lograte=438 msgrate=154 logratelimit=42000 logratepeak=60000 action=""Stats"" cpuusage=0 memusage=12 diskusage=1 disk2usage=0","2025-11-01T12:57:32.000+0900",,,,,,,,,,,,,,"System performance status: log rate low (1%), lograte=438/sec, msgrate=154/sec, CPU usage(0%), Memory usage(12%), Disk usage(1%)",,,,,,,,,"Show system performance stats.",,,,0,,,,,"2025-11-01",12,1,57,november,32,saturday,2025,local,"System performance statistics notice",,,,,,,,,,FAZ3KGT223000012,".self",,,,0,,1,,,,,,,,,,,,,,,,,".self",,,,,"ftnt_fortigate ftnt_fortigate_event ftnt_fortigate_system",,,,,,,,,"172.28.174.30",12,,,fw,,,1761969449,,,1,,,Stats,0001010081,,,,,,12,438,42000,60000,,,,,,,,,12,,,"System performance status: log rate low (1%), lograte=438/sec, msgrate=154/sec, CPU usage(0%), Memory usage(12%), Disk usage(1%)",154,,,,,,,"Perf stats",,,,,,,,"Local system",,,,,notice,Firewall,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"udp:9514","fortigate_event",,"PYD_INT_LOG01",,,,,,,,,,,,system,system,,,,,,,,,,,,,,,,,,system,,,,,,,,"12:57:29",16,1761969449,0,,,,,,,,,,,,,event,"+0900",,,system,,system,,,system,root,Fortinet,Stats,,"Fortinet Firewall",unknown,,,,,,,,,
"Nov  1 11:57:33 172.28.174.30 timestamp=1761965849 devname="".self"" devid=""FAZ3KGT223000012"" vd=""root"" itime=1761965849 date=""2025-11-01"" time=""11:57:29"" tz=""+0900"" log_id=""0001010081"" type=""event"" subtype=""system"" pri=""notice"" desc=""System performance statistics notice"" user=""system"" userfrom=""system"" msg=""System performance status: log rate low (1%), lograte=455/sec, msgrate=160/sec, CPU usage(1%), Memory usage(12%), Disk usage(1%)"" operation=""Perf stats"" performed_on=""Local system"" changes=""Show system performance stats."" lograte=455 msgrate=160 logratelimit=42000 logratepeak=60000 action=""Stats"" cpuusage=1 memusage=12 diskusage=1 disk2usage=0","2025-11-01T11:57:33.000+0900",,,,,,,,,,,,,,"System performance status: log rate low (1%), lograte=455/sec, msgrate=160/sec, CPU usage(1%), Memory usage(12%), Disk usage(1%)",,,,,,,,,"Show system performance stats.",,,,1,,,,,"2025-11-01",11,1,57,november,33,saturday,2025,local,"System performance statistics notice",,,,,,,,,,FAZ3KGT223000012,".self",,,,0,,1,,,,,,,,,,,,,,,,,".self",,,,,"ftnt_fortigate ftnt_fortigate_event ftnt_fortigate_system",,,,,,,,,"172.28.174.30",11,,,fw,,,1761965849,,,1,,,Stats,0001010081,,,,,,11,455,42000,60000,,,,,,,,,12,,,"System performance status: log rate low (1%), lograte=455/sec, msgrate=160/sec, CPU usage(1%), Memory usage(12%), Disk usage(1%)",160,,,,,,,"Perf stats",,,,,,,,"Local system",,,,,notice,Firewall,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"udp:9514","fortigate_event",,"PYD_INT_LOG01",,,,,,,,,,,,system,system,,,,,,,,,,,,,,,,,,system,,,,,,,,"11:57:29",16,1761965849,0,,,,,,,,,,,,,event,"+0900",,,system,,system,,,system,root,Fortinet,Stats,,"Fortinet Firewall",unknown,,,,,,,,,
